id_empleado,nombre,dni,email,salario,sucursal_id,cargo,tipo_evento,fecha_evento
E00184,Carlos Fernandez,36928487,carlos.fernandez@electrocasa.pe,1396.8,S36,Cajero,alta,2026-02-18
E00447,Oscar Vargas,25012735,oscar.vargas@electrocasa.pe,1951.62,S22,Cajero,alta,2026-07-28
E00642,Juan Flores,58477784,juan.flores@electrocasa.pe,4432.77,S16,Supervisor de tienda,transferencia,2026-04-02
E01859,Patricia Torres,,patricia.torres@electrocasa.pe,3774.29,S10,Gerente de tienda,ALTA,2026-08-15
E00212,Gabriela Aguilar,31468428,gabriela.aguilar@electrocasa.pe,4054.9,S17,Encargado de almacen,Transferencia,2026-06-02
E01386,Juan Rivera,,juan.rivera@electrocasa.pe,3869.17,S08,Supervisor de tienda,alta,2026-06-22
E00283,Ana Huaman,44487949,ana.huaman@electrocasa.pe,3929.33,S40,Encargado de almacen,transferencia,2026-08-05
E01007,Elena Medina,46323648,elena.medina@electrocasa.pe,3298.58,S30,Cajero,TRANSFERENCIA,2026-06-19
E01131,Diana Mendoza,56687474,diana.mendoza@electrocasa.pe,3617.34,S22,Asesor de ventas,Baja,2026-01-05
E00478,Fernando Aguilar,,fernando.aguilar@electrocasa.pe,1665.87,S02,Gerente de tienda,Alta,2026-03-16
E01338,Pedro Fernandez,12260619,pedro.fernandez@electrocasa.pe,1803.17,S04,Vendedor,Transferencia,2026-08-08
E01054,Fernando Vargas,52831472,fernando.vargas@electrocasa.pe,1735.72,S16,Gerente de tienda,Alta,2026-05-12
E01555,Maria Ramos,51102795,maria.ramos@electrocasa.pe,2253.29,S17,Vendedor,Alta,2026-07-22
E01594,Sandra Romero,64764260,sandra.romero@electrocasa.pe,2297.64,S20,Cajero,Alta,2026-06-14
E01453,Alberto Rodriguez,61076081,alberto.rodriguez@electrocasa.pe,3967.87,S10,Supervisor de tienda,Cambio Salario,2026-02-10
E00742,Manuel Rivera,19079381,manuel.rivera@electrocasa.pe,4127.23,S35,Asesor de ventas,alta,2026-03-22
E01538,Patricia Mendoza,17480037,patricia.mendoza@electrocasa.pe,3612.13,S07,Vendedor,Alta,2026-07-02
E01434,Milagros Romero,42361633,milagros.romero@electrocasa.pe,3929.27,S33,Cajero,transferencia,2026-04-19
E01891,Victor Rivera,33506827,victor.rivera@electrocasa.pe,2705.27,S12,Supervisor de tienda,ALTA,2026-07-07
E01350,Alberto Chavez,43568664,alberto.chavez@electrocasa.pe,2891.31,S24,Encargado de almacen,Transferencia,2026-05-24
E00931,Diana Diaz,47885818,diana.diaz@electrocasa.pe,1704.0,S10,Supervisor de tienda,alta,2026-05-27
E00321,Patricia Torres,14945489,patricia.torres@electrocasa.pe,3857.81,S34,Vendedor,CAMBIO_SALARIO,2026-03-19
E00776,Ricardo Flores,28128667,ricardo.flores@electrocasa.pe,3637.55,S34,Gerente de tienda,Alta,2026-06-22
E00937,Vanessa Salazar,21090401,vanessa.salazar@electrocasa.pe,2517.13,S10,Encargado de almacen,alta,2026-06-25
E01610,Maria Salazar,71913814,maria.salazar@electrocasa.pe,1385.03,S06,Vendedor,alta,2026-03-12
E01053,Juan Torres,78708262,juan.torres@electrocasa.pe,1718.57,S08,Cajero,alta,2026-05-05
E00204,Cecilia Aguilar,47663490,cecilia.aguilar@electrocasa.pe,4000.38,S06,Cajero,ALTA,2026-07-14
E01665,Carmen Garcia,47799415,carmen.garcia@electrocasa.pe,3331.3,S09,Asesor de ventas,cambio_salario,2026-04-03
E00701,Carlos Quispe,58115779,carlos.quispe@electrocasa.pe,3139.56,S28,Cajero,CAMBIO_SALARIO,2026-05-25
E00240,Pedro Salazar,14745080,pedro.salazar@electrocasa.pe,2344.53,S03,Cajero,transferencia,2026-04-07
E01224,Pilar Martinez,55296369,pilar.martinez@electrocasa.pe,1985.94,S16,Vendedor,Alta,2026-07-15
E01947,Manuel Cruz,68687335,manuel.cruz@electrocasa.pe,4474.84,S19,Cajero,alta,2026-05-13
E01727,Jose Huaman,72581872,jose.huaman@electrocasa.pe,2056.3,S26,Gerente de tienda,ALTA,2026-06-08
E01226,Lucia Lopez,31790743,lucia.lopez@electrocasa.pe,1864.3,S23,Encargado de almacen,ALTA,2026-06-05
E00389,Alberto Cruz,58038024,alberto.cruz@electrocasa.pe,2881.34,S01,Asesor de ventas,cambio_salario,2026-03-17
E00257,Alberto Garcia,61167528,alberto.garcia@electrocasa.pe,1931.0,S32,Cajero,cambio salario,2026-07-26
E00213,Luis Lopez,45277800,luis.lopez@electrocasa.pe,4269.86,S26,Vendedor,transferencia,2026-01-15
E01042,Karina Quispe,36267721,karina.quispe@electrocasa.pe,39317.1,S05,Encargado de almacen,Cambio Salario,2026-04-06
E00871,Jorge Quispe,13294316,jorge.quispe@electrocasa.pe,2668.76,S21,Gerente de tienda,alta,2026-07-24
E00961,Oscar Perez,42055724,oscar.perez@electrocasa.pe,2839.62,S40,Cajero,Alta,2026-04-14
E01123,Elena Romero,28032693,elena.romero@electrocasa.pe,3482.87,S22,Gerente de tienda,Alta,2026-05-18
E01934,Ana Salazar,67256566,ana.salazar@electrocasa.pe,2365.18,S21,Cajero,CAMBIO_SALARIO,2026-06-03
E01871,Carmen Torres,28059193,carmen.torres@electrocasa.pe,4070.6,S03,Encargado de almacen,CAMBIO_SALARIO,2026-02-27
E01534,Ana Rivera,73937331,ana.rivera@electrocasa.pe,1616.85,S15,Vendedor,transferencia,2026-05-09
E00153,Lucia Rojas,28145087,lucia.rojas@electrocasa.pe,2711.59,S22,Asesor de ventas,alta,2026-02-27
E00228,Juan Ortiz,44150912,juan.ortiz@electrocasa.pe,2232.97,S29,Gerente de tienda,ALTA,2026-07-01
E00202,Ana Cruz,43881872,ana.cruz@electrocasa.pe,2922.59,S20,Vendedor,Transferencia,2026-01-07
E01750,Fernando Sanchez,42743880,fernando.sanchez@electrocasa.pe,3750.5,S26,Vendedor,CAMBIO_SALARIO,2026-03-16
E00316,Jorge Huaman,10450711,jorge.huaman@electrocasa.pe,3299.62,S26,Supervisor de tienda,ALTA,2026-08-11
E00911,Maria Rivera,76971714,maria.rivera@electrocasa.pe,2745.73,S36,Supervisor de tienda,ALTA,2026-02-10
E00100,Juan Garcia,71555955,juan.garcia@electrocasa.pe,3349.83,S20,Encargado de almacen,alta,2026-07-18
E00181,Patricia Rojas,,patricia.rojas@electrocasa.pe,1977.24,S21,Gerente de tienda,alta,2026-08-05
E00487,Patricia Quispe,42330600,patricia.quispe@electrocasa.pe,3855.14,S03,Asesor de ventas,TRANSFERENCIA,2026-01-12
E00886,Pilar Cruz,60727838,pilar.cruz@electrocasa.pe,3920.48,S17,Supervisor de tienda,alta,2026-03-09
E01947,Manuel Cruz,68687335,manuel.cruz@electrocasa.pe,5074.34,S27,Cajero,cambio salario,2026-03-09
E00745,Fernando Rodriguez,21239209,fernando.rodriguez@electrocasa.pe,3386.27,S37,Gerente de tienda,Alta,2026-06-27
E01738,Pilar Aguilar,24443373,pilar.aguilar@electrocasa.pe,3696.7,S02,Encargado de almacen,cambio salario,2026-04-19
E00869,Manuel Vargas,38311466,manuel.vargas@electrocasa.pe,1593.09,S38,Encargado de almacen,Baja,2026-03-05
E00586,Raul Torres,,raul.torres@electrocasa.pe,2898.64,S28,Encargado de almacen,alta,2026-05-08
E00241,Raul Ramos,49833264,raul.ramos@electrocasa.pe,3221.87,S30,Supervisor de tienda,alta,2026-03-22
E00115,Alberto Diaz,24125259,alberto.diaz@electrocasa.pe,2685.88,S01,Asesor de ventas,transferencia,2026-03-12
E00691,Ana Medina,72627191,ana.medina@electrocasa.pe,2001.98,S10,Asesor de ventas,cambio salario,2026-07-10
E01952,Luis Cruz,42773382,luis.cruz@electrocasa.pe,1377.31,S08,Encargado de almacen,alta,2026-02-17
E01401,Cecilia Aguilar,33466878,cecilia.aguilar@electrocasa.pe,4044.67,S14,Asesor de ventas,Cambio Salario,2026-08-25
E01616,Ana Martinez,11807193,ana.martinez@electrocasa.pe,1274.24,S06,Cajero,BAJA,2026-01-07
E01466,Diana Romero,29206940,diana.romero@electrocasa.pe,4260.38,S04,Supervisor de tienda,cambio salario,2026-07-04
E00638,Vanessa Rivera,31327754,vanessa.rivera@electrocasa.pe,1362.01,S27,Gerente de tienda,transferencia,2026-06-05
E01300,Maria Garcia,40716406,maria.garcia@electrocasa.pe,3269.71,S15,Vendedor,ALTA,2026-01-16
E00310,Ana Garcia,50419337,ana.garcia@electrocasa.pe,3263.69,S29,Encargado de almacen,ALTA,2026-07-03
E00830,Ricardo Flores,38392308,ricardo.flores@electrocasa.pe,4399.18,S39,Encargado de almacen,BAJA,2026-04-24
E01899,Oscar Rivera,78082410,oscar.rivera@electrocasa.pe,4284.73,S30,Supervisor de tienda,Baja,2026-08-26
E01098,Fernando Chavez,53516132,fernando.chavez@electrocasa.pe,2049.18,S40,Encargado de almacen,Alta,2026-04-27
E01237,Ana Salazar,36909483,ana.salazar@electrocasa.pe,4314.28,S26,Encargado de almacen,baja,2026-04-09
E00467,Miguel Huaman,27675292,miguel.huaman@electrocasa.pe,3139.06,S06,Supervisor de tienda,alta,2026-04-01
E01496,Manuel Vargas,33768852,manuel.vargas@electrocasa.pe,3872.0,S27,Encargado de almacen,alta,2026-06-25
E01665,Carmen Garcia,47799415,carmen.garcia@electrocasa.pe,2527.7,S09,Asesor de ventas,alta,2026-07-08
E00575,Raul Gonzalez,71924197,raul.gonzalez@electrocasa.pe,2578.24,S12,Encargado de almacen,TRANSFERENCIA,2026-08-05
E00489,Pedro Rojas,36674914,pedro.rojas@electrocasa.pe,3244.72,S13,Cajero,Alta,2026-05-23
E00338,Milagros Salazar,68811871,milagros.salazar@electrocasa.pe,2210.79,S05,Encargado de almacen,CAMBIO_SALARIO,2026-05-13
E00681,Cecilia Aguilar,28722948,cecilia.aguilar@electrocasa.pe,1552.77,S38,Gerente de tienda,BAJA,2026-06-10
E01885,Hugo Castillo,11502986,hugo.castillo@electrocasa.pe,2865.62,S39,Cajero,BAJA,2026-07-06
E00972,Patricia Vargas,43498308,patricia.vargas@electrocasa.pe,4441.88,S13,Asesor de ventas,Alta,2026-07-05
E00260,Miguel Rivera,54532150,miguel.rivera@electrocasa.pe,4907.14,S08,Vendedor,cambio salario,2026-02-09
E01221,Miguel Ortiz,48798369,miguel.ortiz@electrocasa.pe,1531.99,S22,Vendedor,cambio_salario,2026-02-06
E01230,Rosa Medina,76787594,rosa.medina@electrocasa.pe,2260.95,S26,Gerente de tienda,Transferencia,2026-01-22
E01593,Vanessa Torres,50564071,vanessa.torres@electrocasa.pe,2776.68,S24,Vendedor,Alta,2026-07-05
E00208,Ricardo Romero,38994003,ricardo.romero@electrocasa.pe,2013.74,S19,Gerente de tienda,ALTA,2026-02-05
E00082,Sandra Rivera,11303858,sandra.rivera@electrocasa.pe,3325.61,S25,Supervisor de tienda,Alta,2026-03-10
E01110,Carlos Huaman,32480391,carlos.huaman@electrocasa.pe,3458.86,S33,Vendedor,Baja,2026-06-22
E00179,Victor Diaz,30375963,victor.diaz@electrocasa.pe,3831.94,S05,Encargado de almacen,cambio salario,2026-03-26
E00733,Manuel Huaman,60904213,manuel.huaman@electrocasa.pe,2090.39,S07,Gerente de tienda,alta,2026-06-25
E01706,Ana Torres,47247769,ana.torres@electrocasa.pe,3934.81,S22,Asesor de ventas,transferencia,2026-05-14
E01149,Oscar Martinez,75497479,oscar.martinez@electrocasa.pe,2556.15,S08,Cajero,cambio salario,2026-03-01
E00222,Patricia Rodriguez,66067795,patricia.rodriguez@electrocasa.pe,3280.65,S04,Supervisor de tienda,TRANSFERENCIA,2026-06-14
E01344,Rosa Fernandez,34939808,rosa.fernandez@electrocasa.pe,2358.4,S07,Cajero,alta,2026-02-18
E00418,Ana Salazar,59716260,ana.salazar@electrocasa.pe,3281.35,S29,Encargado de almacen,CAMBIO_SALARIO,2026-08-02
E01692,Cecilia Fernandez,61597797,cecilia.fernandez@electrocasa.pe,2938.49,S04,Cajero,Alta,2026-04-12
E01320,Raul Mendoza,67255784,raul.mendoza@electrocasa.pe,1809.78,S28,Asesor de ventas,alta,2026-03-05
E01707,Ricardo Castillo,43996546,ricardo.castillo@electrocasa.pe,3173.39,S09,Encargado de almacen,alta,2026-08-19
E01429,Diana Romero,76612423,diana.romero@electrocasa.pe,2752.01,S14,Cajero,CAMBIO_SALARIO,2026-06-14
E01359,Raul Huaman,66114451,raul.huaman@electrocasa.pe,2328.59,S38,Asesor de ventas,transferencia,2026-01-10
E00127,Ricardo Chavez,38265532,ricardo.chavez@electrocasa.pe,3347.36,S34,Encargado de almacen,cambio_salario,2026-06-26
E00575,Raul Gonzalez,71924197,raul.gonzalez@electrocasa.pe,2578.24,S22,Encargado de almacen,Transferencia,2026-07-13
E00568,Fernando Perez,69921384,fernando.perez@electrocasa.pe,2990.1,S22,Cajero,cambio_salario,2026-03-24
E01302,Raul Mendoza,37437770,raul.mendoza@electrocasa.pe,1999.98,S32,Supervisor de tienda,alta,2026-05-22
E00198,Juan Ramos,11911026,juan.ramos@electrocasa.pe,2248.38,S02,Vendedor,Alta,2026-01-25
E00078,Lucia Rojas,27822103,lucia.rojas@electrocasa.pe,3319.91,S01,Vendedor,ALTA,2026-04-04
E00593,Elena Rivera,13128554,elena.rivera@electrocasa.pe,1625.84,S33,Asesor de ventas,cambio salario,2026-05-10
E01626,Diana Cruz,71086261,diana.cruz@electrocasa.pe,1811.06,S29,Encargado de almacen,ALTA,2026-07-07
E01989,Elena Flores,31148776,elena.flores@electrocasa.pe,2721.93,S09,Supervisor de tienda,ALTA,2026-01-02
E01136,Gabriela Lopez,65039300,gabriela.lopez@electrocasa.pe,3299.29,S14,Vendedor,baja,2026-02-21
E01878,Manuel Romero,23584699,manuel.romero@electrocasa.pe,3970.96,S04,Vendedor,Transferencia,2026-04-05
E00713,Jose Perez,66351559,jose.perez@electrocasa.pe,3708.33,S33,Asesor de ventas,Alta,2026-05-22
E00042,Jose Salazar,69477897,jose.salazar@electrocasa.pe,1823.07,S37,Vendedor,ALTA,2026-06-21
E01085,Fernando Quispe,16820436,fernando.quispe@electrocasa.pe,3269.81,S18,Cajero,ALTA,2026-07-22
E00609,Miguel Quispe,62705864,miguel.quispe@electrocasa.pe,4154.82,S31,Gerente de tienda,Alta,2026-03-04
E00011,Diana Ramos,48074226,diana.ramos@electrocasa.pe,3179.58,S10,Supervisor de tienda,cambio salario,2026-07-22
E00282,Jose Mendoza,28271947,jose.mendoza@electrocasa.pe,2861.78,S21,Cajero,alta,2026-02-13
E00780,Karina Cruz,48320224,karina.cruz@electrocasa.pe,3925.45,S20,Asesor de ventas,alta,2026-02-24
E01091,Oscar Flores,34426499,oscar.flores@electrocasa.pe,2394.48,S23,Encargado de almacen,Alta,2026-02-17
E01730,Rosa Diaz,29249251,rosa.diaz@electrocasa.pe,2817.81,S12,Cajero,Alta,2026-06-24
E01708,Patricia Lopez,51508393,patricia.lopez@electrocasa.pe,4078.63,S21,Encargado de almacen,baja,2026-08-21
E00983,Victor Sanchez,26372010,victor.sanchez@electrocasa.pe,1924.92,S39,Asesor de ventas,cambio salario,
E01722,Jose Huaman,17777127,jose.huaman@electrocasa.pe,3074.23,S01,Supervisor de tienda,cambio salario,2026-05-05
E00384,Carmen Quispe,46122171,carmen.quispe@electrocasa.pe,2576.44,S01,Vendedor,CAMBIO_SALARIO,2026-02-26
E01206,Rosa Garcia,,rosa.garcia@electrocasa.pe,2408.73,S07,Encargado de almacen,Alta,2026-08-07
E00318,Vanessa Huaman,57039918,vanessa.huaman@electrocasa.pe,2144.54,S21,Gerente de tienda,Transferencia,2026-05-09
E00956,Cecilia Torres,10567656,cecilia.torres@electrocasa.pe,2542.25,S22,Cajero,TRANSFERENCIA,2026-04-20
E01666,Hugo Aguilar,70573108,hugo.aguilar@electrocasa.pe,3556.93,S35,Asesor de ventas,BAJA,2026-01-12
E01213,Carmen Fernandez,70965695,carmen.fernandez@electrocasa.pe,1951.9,S37,Gerente de tienda,BAJA,2026-06-07
E01614,Miguel Perez,49969528,miguel.perez@electrocasa.pe,1295.32,S26,Cajero,Alta,2026-04-05
E00293,Pedro Castillo,66069179,pedro.castillo@electrocasa.pe,3944.8,S31,Cajero,CAMBIO_SALARIO,2026-08-23
E00177,Pilar Lopez,20841881,pilar.lopez@electrocasa.pe,1667.48,S26,Supervisor de tienda,ALTA,2026-07-03
E01911,Maria Rivera,40066745,maria.rivera@electrocasa.pe,2640.27,S35,Supervisor de tienda,cambio salario,2026-02-12
E01250,Luis Garcia,21744430,luis.garcia@electrocasa.pe,4117.52,S08,Encargado de almacen,alta,2026-03-01
E00154,Manuel Mendoza,36578259,manuel.mendoza@electrocasa.pe,4337.44,S18,Supervisor de tienda,Alta,2026-08-24
E00229,Carlos Medina,50067212,carlos.medina@electrocasa.pe,2251.03,S19,Gerente de tienda,alta,2026-01-23
E00688,Carmen Vargas,43747505,carmen.vargas@electrocasa.pe,1217.34,S19,Cajero,Baja,2026-04-15
E01243,Oscar Medina,29707811,oscar.medina@electrocasa.pe,2901.46,S26,Gerente de tienda,Transferencia,2026-08-09
E01231,Patricia Ortiz,14928618,patricia.ortiz@electrocasa.pe,2366.72,S21,Gerente de tienda,Alta,2026-01-25
E01168,Pedro Chavez,16931738,pedro.chavez@electrocasa.pe,2143.54,S33,Encargado de almacen,alta,2026-01-09
E00092,Maria Fernandez,43268409,maria.fernandez@electrocasa.pe,4435.03,S22,Gerente de tienda,ALTA,2026-05-05
E00370,Vanessa Salazar,23286071,vanessa.salazar@electrocasa.pe,4837.2,S37,Cajero,cambio_salario,2026-07-08
E01193,Miguel Aguilar,55293320,miguel.aguilar@electrocasa.pe,2902.18,S17,Cajero,ALTA,2026-06-17
E01014,Manuel Martinez,25187500,manuel.martinez@electrocasa.pe,4006.01,S19,Encargado de almacen,Alta,2026-05-11
E00790,Fernando Chavez,54071806,fernando.chavez@electrocasa.pe,1383.93,S21,Supervisor de tienda,ALTA,2026-02-06
E00548,Ana Cruz,52234992,ana.cruz@electrocasa.pe,3196.46,S01,Cajero,alta,2026-07-02
E01794,Juan Ortiz,66070972,juan.ortiz@electrocasa.pe,2135.68,S01,Vendedor,alta,2026-02-21
E00396,Ricardo Sanchez,12549801,ricardo.sanchez@electrocasa.pe,4417.95,S03,Cajero,alta,2026-02-06
E00205,Oscar Fernandez,26188569,oscar.fernandez@electrocasa.pe,1595.75,S20,Vendedor,ALTA,2026-08-02
E00974,Jose Medina,17471414,jose.medina@electrocasa.pe,4250.49,S28,Asesor de ventas,alta,2026-03-09
E00004,Milagros Sanchez,45545493,milagros.sanchez@electrocasa.pe,1961.27,S26,Cajero,Alta,2026-04-20
E01713,Vanessa Salazar,26933243,vanessa.salazar@electrocasa.pe,2366.69,S11,Cajero,cambio_salario,2026-05-12
E01455,Milagros Fernandez,16900972,milagros.fernandez@electrocasa.pe,4028.91,S39,Supervisor de tienda,Transferencia,2026-07-02
E00254,Rosa Rojas,38432980,rosa.rojas@electrocasa.pe,2423.9,S28,Vendedor,Alta,2026-08-02
E01536,Victor Lopez,,victor.lopez@electrocasa.pe,1558.74,S12,Gerente de tienda,alta,2026-04-01
E01649,Oscar Flores,77681400,oscar.flores@electrocasa.pe,2748.96,S17,Supervisor de tienda,alta,2026-04-07
E01266,Gabriela Diaz,57446607,gabriela.diaz@electrocasa.pe,1451.95,S09,Supervisor de tienda,alta,2026-06-25
E01945,Carlos Ramos,11985078,carlos.ramos@electrocasa.pe,1616.23,S10,Asesor de ventas,cambio salario,2026-07-04
E00229,Carlos Medina,50067212,carlos.medina@electrocasa.pe,2251.03,S06,Gerente de tienda,Transferencia,2026-05-05
E00694,Ricardo Martinez,46858758,ricardo.martinez@electrocasa.pe,3568.98,S31,Supervisor de tienda,alta,2026-01-22
E01578,Ana Rivera,55311530,ana.rivera@electrocasa.pe,2556.6,S15,Asesor de ventas,ALTA,2026-08-03
E00711,Alberto Rivera,77134665,alberto.rivera@electrocasa.pe,4304.23,S26,Gerente de tienda,Alta,2026-06-24
E01959,Karina Fernandez,57118353,karina.fernandez@electrocasa.pe,3224.66,S31,Cajero,TRANSFERENCIA,2026-02-15
E01733,Elena Perez,,elena.perez@electrocasa.pe,4187.42,S13,Cajero,alta,2026-04-04
E00717,Alberto Ortiz,21651063,alberto.ortiz@electrocasa.pe,3674.97,S22,Cajero,transferencia,2026-07-02
E00905,Jorge Castillo,41543452,jorge.castillo@electrocasa.pe,3510.81,S10,Cajero,ALTA,2026-03-15
E01212,Miguel Perez,78910580,miguel.perez@electrocasa.pe,2269.27,S13,Encargado de almacen,TRANSFERENCIA,2026-01-07
E01253,Pilar Sanchez,18298537,pilar.sanchez@electrocasa.pe,1375.63,S38,Gerente de tienda,transferencia,2026-05-05
E00913,Lucia Torres,16712115,lucia.torres@electrocasa.pe,3925.43,S01,Encargado de almacen,TRANSFERENCIA,2026-05-06
E00957,Elena Lopez,17205896,elena.lopez@electrocasa.pe,3911.1,S30,Gerente de tienda,ALTA,2026-03-25
E00252,Manuel Rodriguez,29772343,manuel.rodriguez@electrocasa.pe,1631.93,S18,Gerente de tienda,ALTA,2026-03-02
E00534,Lucia Cruz,69776070,lucia.cruz@electrocasa.pe,3998.56,S06,Cajero,Cambio Salario,2026-08-28
E01368,Gabriela Huaman,73012479,gabriela.huaman@electrocasa.pe,2250.95,S27,Vendedor,Alta,2026-07-10
E00317,Diana Gonzalez,15345467,diana.gonzalez@electrocasa.pe,1239.14,S36,Supervisor de tienda,alta,2026-03-24
E01829,Ana Sanchez,33079312,ana.sanchez@electrocasa.pe,3884.8,S38,Vendedor,ALTA,2026-08-09
E00475,Raul Vargas,32178712,raul.vargas@electrocasa.pe,3136.92,S20,Encargado de almacen,ALTA,2026-07-10
E01515,Luis Ortiz,76909047,luis.ortiz@electrocasa.pe,1546.9,S25,Asesor de ventas,transferencia,2026-01-25
E00429,Ana Martinez,63422371,ana.martinez@electrocasa.pe,3280.17,S35,Vendedor,ALTA,2026-02-24
E00246,Pedro Garcia,17305929,pedro.garcia@electrocasa.pe,3811.83,S24,Vendedor,TRANSFERENCIA,2026-02-11
E01416,Rosa Martinez,14791539,rosa.martinez@electrocasa.pe,3400.47,S33,Encargado de almacen,CAMBIO_SALARIO,2026-03-20
E01422,Patricia Diaz,75864479,patricia.diaz@electrocasa.pe,1666.42,S14,Gerente de tienda,Alta,2026-01-25
E00708,Oscar Castillo,32304437,oscar.castillo@electrocasa.pe,1741.92,S30,Vendedor,CAMBIO_SALARIO,2026-04-07
E00104,Raul Aguilar,55473220,raul.aguilar@electrocasa.pe,2545.7,S40,Encargado de almacen,Alta,2026-03-08
E00537,Ricardo Mendoza,72739850,ricardo.mendoza@electrocasa.pe,2044.57,S38,Encargado de almacen,Alta,2026-06-24
E01179,Hugo Huaman,13546730,hugo.huaman@electrocasa.pe,2982.51,S40,Encargado de almacen,Cambio Salario,2026-05-17
E01655,Gabriela Salazar,70567636,gabriela.salazar@electrocasa.pe,2036.68,S10,Supervisor de tienda,transferencia,2026-01-22
E01297,Maria Mendoza,22304438,maria.mendoza@electrocasa.pe,2962.03,S22,Cajero,Alta,2026-03-14
E00123,Carlos Diaz,50384036,carlos.diaz@electrocasa.pe,1670.72,S16,Vendedor,transferencia,2026-06-14
E00632,Juan Fernandez,43335884,juan.fernandez@electrocasa.pe,3094.26,S30,Gerente de tienda,CAMBIO_SALARIO,2026-07-27
E01260,Fernando Huaman,38227867,fernando.huaman@electrocasa.pe,4014.51,S40,Asesor de ventas,CAMBIO_SALARIO,2026-01-28
E00909,Vanessa Ramos,74762155,vanessa.ramos@electrocasa.pe,3338.9,S38,Encargado de almacen,alta,2026-08-12
E00774,Ana Martinez,77548981,ana.martinez@electrocasa.pe,2601.59,S29,Encargado de almacen,TRANSFERENCIA,2026-04-24
E00591,Alberto Rodriguez,60776884,alberto.rodriguez@electrocasa.pe,1385.98,S25,Cajero,alta,2026-07-14
E01464,Manuel Flores,74654846,manuel.flores@electrocasa.pe,4505.23,S02,Vendedor,Cambio Salario,2026-07-01
E01383,Alberto Castillo,40234210,alberto.castillo@electrocasa.pe,1838.18,S21,Gerente de tienda,ALTA,2026-04-18
E00827,Patricia Cruz,36598793,patricia.cruz@electrocasa.pe,4102.58,S05,Cajero,Alta,2026-08-26
E01257,Lucia Diaz,65957807,lucia.diaz@electrocasa.pe,3119.91,S05,Supervisor de tienda,CAMBIO_SALARIO,2026-08-28
E00073,Cecilia Aguilar,31736320,cecilia.aguilar@electrocasa.pe,3432.59,S30,Supervisor de tienda,CAMBIO_SALARIO,2026-03-10
E00341,Jorge Ramos,66191521,jorge.ramos@electrocasa.pe,2074.15,S08,Gerente de tienda,TRANSFERENCIA,2026-01-04
E00805,Pilar Rojas,58816312,pilar.rojas@electrocasa.pe,3883.67,S27,Asesor de ventas,Alta,2026-02-12
E01532,Miguel Vargas,12861273,miguel.vargas@electrocasa.pe,3758.95,S28,Cajero,Alta,2026-05-25
E00278,Elena Castillo,48652737,elena.castillo@electrocasa.pe,3436.3,S08,Asesor de ventas,ALTA,2026-08-21
E00100,Juan Garcia,71555955,juan.garcia@electrocasa.pe,3746.28,S33,Encargado de almacen,cambio salario,2026-07-24
E01042,Karina Quispe,36267721,karina.quispe@electrocasa.pe,3390.13,S05,Encargado de almacen,transferencia,2026-02-02
E01481,Miguel Gonzalez,76443429,miguel.gonzalez@electrocasa.pe,3189.82,S39,Encargado de almacen,Cambio Salario,2026-03-26
E00850,Maria Fernandez,38962160,maria.fernandez@electrocasa.pe,2438.75,S34,Vendedor,CAMBIO_SALARIO,2026-08-06
E01069,Diana Gonzalez,44721552,diana.gonzalez@electrocasa.pe,1945.27,S39,Gerente de tienda,alta,2026-02-01
E00997,Vanessa Romero,64576030,vanessa.romero@electrocasa.pe,1978.76,S36,Gerente de tienda,alta,2026-04-26
E01035,Pilar Torres,33025714,pilar.torres@electrocasa.pe,3408.61,S22,Gerente de tienda,alta,2026-06-22
E00814,Hugo Rodriguez,53642947,hugo.rodriguez@electrocasa.pe,4420.42,S23,Vendedor,Alta,2026-05-27
E00572,Manuel Chavez,66197981,manuel.chavez@electrocasa.pe,1337.51,S14,Encargado de almacen,Transferencia,2026-07-23
E01512,Victor Aguilar,45830013,victor.aguilar@electrocasa.pe,3018.18,S17,Vendedor,alta,2026-08-28
E00437,Oscar Medina,41601861,oscar.medina@electrocasa.pe,3775.19,S21,Supervisor de tienda,Transferencia,2026-05-20
E00223,Rosa Torres,70422648,rosa.torres@electrocasa.pe,3372.77,S35,Cajero,ALTA,2026-04-10
E00665,Hugo Castillo,17375287,hugo.castillo@electrocasa.pe,3157.29,S10,Supervisor de tienda,Alta,2026-02-22
E01230,Rosa Medina,76787594,rosa.medina@electrocasa.pe,2260.95,S26,Gerente de tienda,baja,2026-02-27
E01694,Jorge Sanchez,23372120,jorge.sanchez@electrocasa.pe,3112.58,S19,Gerente de tienda,ALTA,2026-02-20
E00949,Pilar Fernandez,49055839,pilar.fernandez@electrocasa.pe,2245.4,S36,Encargado de almacen,transferencia,2026-07-28
E00574,Diana Ortiz,51313242,diana.ortiz@electrocasa.pe,1684.15,S22,Asesor de ventas,ALTA,2026-01-14
E01788,Manuel Perez,43622737,manuel.perez@electrocasa.pe,2132.83,S25,Supervisor de tienda,Alta,2026-03-27
E01287,Pilar Salazar,49574377,pilar.salazar@electrocasa.pe,1265.45,S19,Gerente de tienda,BAJA,2026-03-05
E00932,Gabriela Ramos,56379868,gabriela.ramos@electrocasa.pe,4730.63,S38,Cajero,cambio_salario,2026-07-02
E00849,Ricardo Gonzalez,16757062,ricardo.gonzalez@electrocasa.pe,3569.82,S05,Cajero,alta,2026-02-04
E01236,Ana Medina,,ana.medina@electrocasa.pe,2043.07,S04,Cajero,alta,2026-08-28
